wbafr9c52cdv58955,2012,BMW,5 Series,550i,Sedan,automatic,ca,4.0,43662.0,gray,gray,financial services remarketing (lease),38400.0,36500.0,2015-01-15 12:30:00+00:00
wbakb8c52cc963717,2012,bmw,750li,750li,NaN,automatic,ca,38.0,43648.0,blue,beige,autobahn west enterprises inc,41600.0,40000.0,2014-12-18 20:30:00+00:00
wbakb4c5xcc576390,2012,BMW,7 Series,740Li,Sedan,automatic,ca,45.0,29460.0,black,black,financial services remarketing (lease),40700.0,40500.0,2014-12-18 20:30:00+00:00
wba3a5c54cf341317,2012,BMW,3 Series,328i,Sedan,automatic,ca,41.0,30875.0,white,—,financial services remarketing (lease),25700.0,41000.0,2015-01-15 12:30:00+00:00
wbalz3c5xcdl71849,2012,BMW,6 Series,650i,Convertible,automatic,ca,28.0,36051.0,gray,black,financial services remarketing (lease),46400.0,42900.0,2015-01-15 12:30:00+00:00
wbalw7c54cc618689,2012,BMW,6 Series,640i,Convertible,automatic,ca,42.0,37688.0,white,—,financial services remarketing (lease),44200.0,45500.0,2014-12-18 20:30:00+00:00
wbalw3c59cc891863,2012,BMW,6 Series,640i,Coupe,automatic,ca,41.0,50362.0,white,white,high bid trading co inc,40500.0,42000.0,2014-12-18 20:00:00+00:00
wbakb8c54cc963069,2012,bmw,750li,750li,NaN,automatic,ca,49.0,46501.0,black,black,financial services remarketing (lease),40800.0,42500.0,2014-12-18 20:30:00+00:00
wbalz3c55cdl71077,2012,BMW,6 Series,650i,Convertible,automatic,ca,48.0,25070.0,silver,—,financial services remarketing (lease),49400.0,50000.0,2014-12-18 20:30:00+00:00
5uxzv4c56cl763245,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,38.0,39302.0,black,gray,financial services remarketing (lease),36100.0,39750.0,2014-12-18 20:30:00+00:00
1ft8w3bt7cea57572,2012,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,ca,42.0,31076.0,gray,black,us bank,41800.0,44750.0,2014-12-16 20:30:00+00:00
5uxzv8c51cl423542,2012,BMW,X5,xDrive50i,SUV,automatic,ca,43.0,37269.0,gray,black,ge fleet services for itself/servicer,36500.0,36500.0,2014-12-16 20:00:00+00:00
5uxzw0c59cl664537,2012,BMW,X5,xDrive35d,SUV,automatic,ca,38.0,24720.0,gray,black,financial services remarketing (lease),38600.0,42500.0,2014-12-18 20:30:00+00:00
1gys3bef3cr133032,2012,Cadillac,Escalade,Luxury,SUV,automatic,ca,36.0,35551.0,black,black,fiserv/usb dealer services northstar exchange,36600.0,36500.0,2014-12-18 20:30:00+00:00
5uxfg8c57cl590176,2012,BMW,X6,xDrive50i,SUV,automatic,ca,19.0,39766.0,black,tan,financial services remarketing (lease),40100.0,37500.0,2015-01-15 12:30:00+00:00
5uxzv4c55cl759655,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,49.0,26640.0,gray,gray,financial services remarketing (lease),39200.0,40250.0,2014-12-18 20:30:00+00:00
1gys3cef9cr278064,2012,Cadillac,Escalade,Premium,SUV,automatic,ca,38.0,53781.0,black,black,fiserv/usb dealer services northstar exchange,35600.0,35500.0,2014-12-18 20:30:00+00:00
5uxzv4c50cl985442,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,49.0,23642.0,gray,black,financial services remarketing (lease),39900.0,39500.0,2014-12-18 20:30:00+00:00
5ymgy0c58clk27624,2012,BMW,X5 M,Base,SUV,automatic,ca,34.0,23029.0,black,black,financial services remarketing (lease),53500.0,54000.0,2014-12-18 20:30:00+00:00
5uxzv4c53cl762151,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,48.0,45760.0,black,—,financial services remarketing (lease),34500.0,36500.0,2014-12-18 20:30:00+00:00
5uxzv4c56cl764444,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,43.0,20187.0,black,black,financial services remarketing (lease),40700.0,42000.0,2014-12-18 20:30:00+00:00
5uxzv4c54cl759579,2012,BMW,X5,xDrive35i Premium,SUV,automatic,ca,33.0,24406.0,black,beige,financial services remarketing (lease),39700.0,39000.0,2014-12-18 20:30:00+00:00
zff65tja5c0187066,2012,Ferrari,California,Base,Convertible,automatic,ca,42.0,10902.0,gray,brown,chicago motor car corporation,149000.0,154000.0,2014-12-30 20:30:00+00:00
1gys3kef7cr241833,2012,Cadillac,Escalade ESV,Platinum Edition,SUV,automatic,ca,31.0,42547.0,white,brown,us bank,46200.0,45750.0,2014-12-18 20:30:00+00:00
